	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3
ENSG00000180448	129.1437	99.93373	154.7998	130.4838	81.20455	88.10753	120.1031	93.24809
ENSG00000180458	2.690493	1.040976	4.003442	4.477384	6.410885	4.894863	7.013322	3.057314
ENSG00000180475	0	0	0	0	0	0	0	0
ENSG00000180479	451.1061	367.4647	413.689	425.3515	429.5293	704.8603	653.1156	745.9847
ENSG00000180481	26.90493	49.96687	45.37234	45.41347	30.98595	36.71147	27.17662	32.1018
ENSG00000180483	0	0	0	0	0	0	0	0
ENSG00000180488	1696.804	1774.865	1772.19	2155.541	2163.674	1888.601	1854.147	2094.26
ENSG00000180509	7.174649	7.286835	5.337923	10.23402	12.82177	16.31621	17.5333	10.7006
ENSG00000180525	58.29402	54.13077	152.1308	94.02507	55.56101	43.23796	37.6966	47.38837
ENSG00000180530	949.7442	1089.902	1042.229	679.9228	723.3616	1000.999	774.0954	1004.328
ENSG00000180532	4.484156	4.163906	6.672403	5.117011	8.547847	12.23716	6.136656	4.585971
ENSG00000180535	13.45247	15.61465	17.34825	12.1529	18.16418	32.63242	27.17662	16.81523
ENSG00000180537	494.154	614.1761	668.5748	369.0644	368.6259	536.8033	646.1022	551.8452
ENSG00000180539	30.49226	6.245858	4.003442	17.90954	11.75329	31.81661	18.40997	9.171943
ENSG00000180543	0	0	0	0	0	0	0	0
ENSG00000180549	1.793662	1.040976	2.668961	3.837758	3.205443	0.8158105	3.506661	1.528657
ENSG00000180573	478.9078	452.8247	358.9753	1270.298	957.3589	878.6279	770.5887	793.3731
ENSG00000180574	6.277818	1.040976	6.672403	3.198132	5.342405	1.631621	6.136656	7.643286
ENSG00000180581	1382.914	1361.597	1262.419	1260.064	1228.753	1168.241	1088.818	1357.448
ENSG00000180592	723.7427	734.9293	711.2782	495.0708	438.0772	425.8531	474.2759	443.3106
ENSG00000180596	29.59543	40.59808	24.02065	76.75516	60.90341	57.92254	53.47658	61.14629
ENSG00000180610	0	0	0	1.279253	0	0	0	0
ENSG00000180611	662.7582	646.4463	617.8646	654.9774	626.1298	491.1179	487.4258	544.2019
ENSG00000180613	0	0	0	0	0	0	0	0
ENSG00000180616	121.0722	169.6792	204.1755	245.6165	154.9297	217.8214	239.3296	339.3619
ENSG00000180626	747.9572	746.3801	681.9196	699.1116	614.3765	682.0176	682.9222	771.9719
ENSG00000180628	2504.849	2457.745	2354.024	2254.683	2364.548	1926.944	1923.403	2106.49
ENSG00000180638	4.484156	3.122929	4.003442	1.279253	2.136962	5.710673	0.8766652	1.528657
ENSG00000180644	0.8968311	0	0	1.279253	1.068481	0	0.8766652	3.057314
ENSG00000180658	0	0	0	0	0	0	0	0
ENSG00000180660	59.19085	55.17175	56.04819	59.48525	57.69797	93.81821	98.1865	103.9487
ENSG00000180662	0.8968311	0	0	0	0	0	0	0
ENSG00000180663	0	0	0	0	0	0	0	0
ENSG00000180667	2653.723	2694.047	2487.472	3649.068	3426.618	3156.371	3040.275	3901.133
